Herramienta,DOI,Source,Notes,Links,Keywords
Alianzas y Capital de Riesgo,10.5281/zenodo.15339336,Crossref,"ALIANZAS Y CAPITAL DE RIESGO

**Perfil de Usuarios:** Refleja el interés académico a través de publicaciones revisadas por pares y arbitradas, e indexadas. Usuarios típicos: investigadores, académicos, expertos, estudiantes y profesionales

**Limitaciones:** Dependencia de la exhaustividad y precisión de la indexación de CrossRef. Solo refleja volumen, no calidad, relevancia, impacto o citaciones. Descriptores lógicos pueden introducir sesgos. Cobertura limitada: no incluye todas las publicaciones académicas, solo su indexado. Proporciona DOI (Digital Object Identifier) y metadatos básicos, excluyendo datos bibliométricos adicionales

Fuente y DOI: https://search.crossref.org/search/works?q=(%22strategic+alliance%22+OR+%22strategic+alliances%22+OR+%22corporate+venture+capital%22)+AND+(%22management%22+OR+%22strategy%22+OR+%22corporate%22)&from_ui=yes 10.5281/zenodo.15339336",https://search.crossref.org/search/works?q=(%22strategic+alliance%22+OR+%22strategic+alliances%22+OR+%22corporate+venture+capital%22)+AND+(%22management%22+OR+%22strategy%22+OR+%22corporate%22)&from_ui=yes,"(""strategic alliance"" OR ""strategic alliances"" OR ""corporate venture capital"") AND (""management"" OR ""strategy"" OR ""corporate"" OR ""development"" OR ""partnership"" OR ""approach"" OR ""implementation"")"
Outsourcing,10.5281/zenodo.15339338,Google_Trends,"OUTSOURCING

**Perfil de Usuarios:** Refleja interés público, popularidad de búsqueda y tendencias emergentes en tiempo real en un perfil de usuarios heterogéneos: investigadores, periodistas, profesionales del marketing, empresarios y usuarios generales

**Limitaciones:** No hay correlación directa entre interés en búsquedas e implementación efectiva en organizaciones. La evolución terminológica puede afectar la coherencia longitudinal

Fuente y DOI: https://trends.google.com/trends/explore?date=all&q=outsourcing+%2B+%22outsourcing%20management%22&hl=es 10.5281/zenodo.15339338",https://trends.google.com/trends/explore?date=all&q=outsourcing+%2B+%22outsourcing%20management%22&hl=es,"""outsourcing"" + ""outsourcing management"""
Outsourcing,10.5281/zenodo.15339338,Google_Books,"OUTSOURCING

**Perfil de Usuarios:** Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento

**Limitaciones:** Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal

Fuente y DOI: https://books.google.com/ngrams/graph?content=Outsourcing&year_start=1950&year_end=2022&corpus=en&smoothing=0 10.5281/zenodo.15339338",https://books.google.com/ngrams/graph?content=Outsourcing&year_start=1950&year_end=2022&corpus=en&smoothing=0 ,Outsourcing
Outsourcing,10.5281/zenodo.15339338,IC,,https://doi.org/10.5281/zenodo.15339338,
Outsourcing,10.5281/zenodo.15339338,BAIN_Ind_Usabilidad,"OUTSOURCING

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para optimizar operaciones y reducir costos con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores de operaciones, responsables de compras y abastecimiento, y especialistas en reducción de costos que buscan alternativas para concentrar recursos en actividades clave

**Limitaciones:** La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad

Fuente: Bain Usabilidad. Rigby (2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017). 10.5281/zenodo.15339338",,Outsourcing
Outsourcing,10.5281/zenodo.15339338,BAIN_Ind_Satisfacción,"OUTSOURCING

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para optimizar operaciones y reducir costos con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores de operaciones, responsables de compras y abastecimiento, y especialistas en reducción de costos que buscan evaluar el impacto de las estrategias de outsourcing en la eficiencia y rentabilidad de sus empresas

**Limitaciones:** El índice de satisfacción es subjetivo y puede estar influenciado por el sesgo de deseabilidad social y autoinforme; la interpretación puede variar entre los encuestados; la terminología puede haber evolucionado y afectar la consistencia longitudinal; y la métrica no mide resultados objetivos ni impacto real

Fuente: Bain Satisfaccion. Rigby (2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017). 10.5281/zenodo.15339338",,Outsourcing
Outsourcing,10.5281/zenodo.15339338,Crossref,"OUTSOURCING

**Perfil de Usuarios:** Refleja el interés académico a través de publicaciones revisadas por pares y arbitradas, e indexadas. Usuarios típicos: investigadores, académicos, expertos, estudiantes y profesionales

**Limitaciones:** Dependencia de la exhaustividad y precisión de la indexación de CrossRef. Solo refleja volumen, no calidad, relevancia, impacto o citaciones. Descriptores lógicos pueden introducir sesgos. Cobertura limitada: no incluye todas las publicaciones académicas, solo su indexado. Proporciona DOI (Digital Object Identifier) y metadatos básicos, excluyendo datos bibliométricos adicionales

Fuente y DOI: https://search.crossref.org/search/works?q=%22outsourcing%22+AND+(%22business+process%22+OR+%22supply+chain%22+OR+%22management%22+OR+%22contracting%22)&from_ui=yes 10.5281/zenodo.15339338",https://search.crossref.org/search/works?q=%22outsourcing%22+AND+(%22business+process%22+OR+%22supply+chain%22+OR+%22management%22+OR+%22contracting%22)&from_ui=yes,"""outsourcing"" AND (""business process"" OR ""supply chain"" OR ""management"" OR ""contracting"" OR ""operations"" OR ""strategy"" OR ""implementation"")"
Segmentación de Clientes,10.5281/zenodo.15339340,Google_Trends,"SEGMENTACIÓN DE CLIENTES

**Perfil de Usuarios:** Refleja interés público, popularidad de búsqueda y tendencias emergentes en tiempo real en un perfil de usuarios heterogéneos: investigadores, periodistas, profesionales del marketing, empresarios y usuarios generales

**Limitaciones:** No hay correlación directa entre interés en búsquedas e implementación efectiva en organizaciones. La evolución terminológica puede afectar la coherencia longitudinal

Fuente y DOI: https://trends.google.com/trends/explore?date=all&q=%22customer%20segmentation%22+%2B+%22market%20segmentation%22+%2B+%22customer%20segmentation%20marketing%22&hl=es 10.5281/zenodo.15339340",https://trends.google.com/trends/explore?date=all&q=%22customer%20segmentation%22+%2B+%22market%20segmentation%22+%2B+%22customer%20segmentation%20marketing%22&hl=es,"""customer segmentation"" + ""market segmentation"" + ""customer segmentation marketing"""
Segmentación de Clientes,10.5281/zenodo.15339340,Google_Books,"SEGMENTACIÓN DE CLIENTES

**Perfil de Usuarios:** Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento

**Limitaciones:** Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal

Fuente y DOI: https://books.google.com/ngrams/graph?content=Customer+Segmentation+%2B+Market+Segmentation&year_start=1950&year_end=2022&corpus=en&smoothing=0 10.5281/zenodo.15339340",https://books.google.com/ngrams/graph?content=Customer+Segmentation+%2B+Market+Segmentation&year_start=1950&year_end=2022&corpus=en&smoothing=0 ,Customer Segmentation + Market Segmentation
Segmentación de Clientes,10.5281/zenodo.15339340,IC,,https://doi.org/10.5281/zenodo.15339340,
Segmentación de Clientes,10.5281/zenodo.15339340,BAIN_Ind_Usabilidad,"SEGMENTACIÓN DE CLIENTES

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas de análisis de mercado con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores de marketing y ventas, analistas de mercado y estrategas que buscan enfocar sus estrategias en los segmentos de clientes más rentables y con mayor potencial de crecimiento

**Limitaciones:** La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad

Fuente: Bain Usabilidad. Rigby (2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017). 10.5281/zenodo.15339340",,Customer Segmentation
Segmentación de Clientes,10.5281/zenodo.15339340,BAIN_Ind_Satisfacción,"SEGMENTACIÓN DE CLIENTES

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas de análisis de mercado con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores de marketing y ventas, analistas de mercado y estrategas que buscan medir el impacto y la percepción de sus clientes con las estrategias de segmentación implementadas

**Limitaciones:** El índice de satisfacción es subjetivo y puede estar influenciado por el sesgo de deseabilidad social y autoinforme; la interpretación puede variar entre los encuestados; la terminología puede haber evolucionado y afectar la consistencia longitudinal; y la métrica no mide resultados objetivos ni impacto real

Fuente: Bain Satisfaccion. Rigby (2001, 2003); Rigby & Bilodeau (2005, 2007, 2009, 2011, 2013, 2015, 2017). 10.5281/zenodo.15339340",,Customer Segmentation
Segmentación de Clientes,10.5281/zenodo.15339340,Crossref,"SEGMENTACIÓN DE CLIENTES

**Perfil de Usuarios:** Refleja el interés académico a través de publicaciones revisadas por pares y arbitradas, e indexadas. Usuarios típicos: investigadores, académicos, expertos, estudiantes y profesionales

**Limitaciones:** Dependencia de la exhaustividad y precisión de la indexación de CrossRef. Solo refleja volumen, no calidad, relevancia, impacto o citaciones. Descriptores lógicos pueden introducir sesgos. Cobertura limitada: no incluye todas las publicaciones académicas, solo su indexado. Proporciona DOI (Digital Object Identifier) y metadatos básicos, excluyendo datos bibliométricos adicionales

Fuente y DOI: https://search.crossref.org/search/works?q=(%22customer+segmentation%22+OR+%22market+segmentation%22)+AND+(%22marketing%22+OR+%22strategy%22+OR+%22management%22+OR+%22targeting%22)&from_ui=yes 10.5281/zenodo.15339340",https://search.crossref.org/search/works?q=(%22customer+segmentation%22+OR+%22market+segmentation%22)+AND+(%22marketing%22+OR+%22strategy%22+OR+%22management%22+OR+%22targeting%22)&from_ui=yes,"(""customer segmentation"" OR ""market segmentation"") AND (""marketing"" OR ""strategy"" OR ""management"" OR ""targeting"" OR ""analysis"" OR ""approach"" OR ""practice"")"
Fusiones y Adquisiciones,10.5281/zenodo.15339342,Google_Trends,"FUSIONES Y ADQUISICIONES

**Perfil de Usuarios:** Refleja interés público, popularidad de búsqueda y tendencias emergentes en tiempo real en un perfil de usuarios heterogéneos: investigadores, periodistas, profesionales del marketing, empresarios y usuarios generales

**Limitaciones:** No hay correlación directa entre interés en búsquedas e implementación efectiva en organizaciones. La evolución terminológica puede afectar la coherencia longitudinal

Fuente y DOI: https://trends.google.com/trends/explore?date=all&q=%22mergers%20and%20acquisitions%22+%2B+%22mergers%20and%20acquisitions%20corporate%22&hl=es 10.5281/zenodo.15339342",https://trends.google.com/trends/explore?date=all&q=%22mergers%20and%20acquisitions%22+%2B+%22mergers%20and%20acquisitions%20corporate%22&hl=es,"""mergers and acquisitions"" + ""mergers and acquisitions corporate"""
Fusiones y Adquisiciones,10.5281/zenodo.15339342,Google_Books,"FUSIONES Y ADQUISICIONES

**Perfil de Usuarios:** Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento

**Limitaciones:** Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal

Fuente y DOI: https://books.google.com/ngrams/graph?content=Mergers+and+Acquisitions+%2B+Mergers+%26+Acquisitions&year_start=1950&year_end=2022&corpus=en&smoothing=0 10.5281/zenodo.15339342",https://books.google.com/ngrams/graph?content=Mergers+and+Acquisitions+%2B+Mergers+%26+Acquisitions&year_start=1950&year_end=2022&corpus=en&smoothing=0 ,Mergers and Acquisitions + Mergers & Acquisitions
Fusiones y Adquisiciones,10.5281/zenodo.15339342,IC,,https://doi.org/10.5281/zenodo.15339342,
Fusiones y Adquisiciones,10.5281/zenodo.15339342,BAIN_Ind_Usabilidad,"FUSIONES Y ADQUISICIONES

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para la expansión y crecimiento corporativo con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, especialistas en finanzas corporativas, desarrollo de negocios y estrategia empresarial que buscan mecanismos para crecer mediante la adquisición o fusión con otras empresas

**Limitaciones:** La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad

Fuente: Bain Usabilidad. Rigby & Bilodeau (2007, 2009, 2011, 2013, 2015, 2017). 10.5281/zenodo.15339342",,"Mergers and Acquisitions, Mergers & Acquisitions"
Fusiones y Adquisiciones,10.5281/zenodo.15339342,BAIN_Ind_Satisfacción,"FUSIONES Y ADQUISICIONES

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para la expansión y crecimiento corporativo con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, especialistas en finanzas corporativas, desarrollo de negocios y estrategia empresarial que buscan evaluar la satisfacción con la forma en la que sus organizaciones han gestionado fusiones y adquisiciones

**Limitaciones:** El índice de satisfacción es subjetivo y puede estar influenciado por el sesgo de deseabilidad social y autoinforme; la interpretación puede variar entre los encuestados; la terminología puede haber evolucionado y afectar la consistencia longitudinal; y la métrica no mide resultados objetivos ni impacto real

Fuente: Bain Satisfaccion. Rigby & Bilodeau (2007, 2009, 2011, 2013, 2015, 2017). 10.5281/zenodo.15339342",,"Mergers and Acquisitions, Mergers & Acquisitions"
Fusiones y Adquisiciones,10.5281/zenodo.15339342,Crossref,"FUSIONES Y ADQUISICIONES

**Perfil de Usuarios:** Refleja el interés académico a través de publicaciones revisadas por pares y arbitradas, e indexadas. Usuarios típicos: investigadores, académicos, expertos, estudiantes y profesionales

**Limitaciones:** Dependencia de la exhaustividad y precisión de la indexación de CrossRef. Solo refleja volumen, no calidad, relevancia, impacto o citaciones. Descriptores lógicos pueden introducir sesgos. Cobertura limitada: no incluye todas las publicaciones académicas, solo su indexado. Proporciona DOI (Digital Object Identifier) y metadatos básicos, excluyendo datos bibliométricos adicionales

Fuente y DOI: https://search.crossref.org/search/works?q=(%22mergers+and+acquisitions%22+OR+%22mergers+%26+acquisitions%22)+AND+(%22corporate%22+OR+%22strategy%22+OR+%22finance%22)&from_ui=yes 10.5281/zenodo.15339342",https://search.crossref.org/search/works?q=(%22mergers+and+acquisitions%22+OR+%22mergers+%26+acquisitions%22)+AND+(%22corporate%22+OR+%22strategy%22+OR+%22finance%22)&from_ui=yes,"(""mergers and acquisitions"" OR ""mergers & acquisitions"") AND (""corporate"" OR ""strategy"" OR ""finance"" OR ""management"" OR ""deal"" OR ""implementation"" OR ""valuation"")"
Gestión de Costos,10.5281/zenodo.15339344,Google_Trends,"GESTIÓN DE COSTOS

**Perfil de Usuarios:** Refleja interés público, popularidad de búsqueda y tendencias emergentes en tiempo real en un perfil de usuarios heterogéneos: investigadores, periodistas, profesionales del marketing, empresarios y usuarios generales

**Limitaciones:** No hay correlación directa entre interés en búsquedas e implementación efectiva en organizaciones. La evolución terminológica puede afectar la coherencia longitudinal

Fuente y DOI: https://trends.google.com/trends/explore?date=all&q=%22activity%20based%20costing%22%20%2B%20%22activity%20based%20management%22%20%2B%20%22activity%20based%20costing%20management%22&hl=es 10.5281/zenodo.15339344",https://trends.google.com/trends/explore?date=all&q=%22activity%20based%20costing%22%20%2B%20%22activity%20based%20management%22%20%2B%20%22activity%20based%20costing%20management%22&hl=es,"""activity based costing"" + ""activity based management"" + ""activity based costing management"""
Gestión de Costos,10.5281/zenodo.15339344,Google_Books,"GESTIÓN DE COSTOS

**Perfil de Usuarios:** Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento

**Limitaciones:** Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal

Fuente y DOI: https://books.google.com/ngrams/graph?content=Activity+Based+Costing+%2B+Activity+Based+Management&year_start=1950&year_end=2022&corpus=en&smoothing=0 10.5281/zenodo.15339344",https://books.google.com/ngrams/graph?content=Activity+Based+Costing+%2B+Activity+Based+Management&year_start=1950&year_end=2022&corpus=en&smoothing=0,Activity Based Management + Activity Based Costing
Gestión de Costos,10.5281/zenodo.15339344,IC,,https://doi.org/10.5281/zenodo.15339344,
Gestión de Costos,10.5281/zenodo.15339344,BAIN_Ind_Usabilidad,"GESTIÓN DE COSTOS

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para gestionar y asignar costos con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, contadores de gestión, analistas financieros y especialistas en control de costos que buscan comprender y gestionar mejor los costos de sus organizaciones

**Limitaciones:** La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad

Fuente: Bain Usabilidad. Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005). 10.5281/zenodo.15339344",,"Activity-Based Costing, Activity-Based Management, Activity Based Management"
Gestión de Costos,10.5281/zenodo.15339344,BAIN_Ind_Satisfacción,"GESTIÓN DE COSTOS

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas para gestionar y asignar costos con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, contadores de gestión, analistas financieros y especialistas en control de costos que buscan validar la percepción sobre la utilidad y la eficacia de sus sistemas de costos implementados

**Limitaciones:** El índice de satisfacción es subjetivo y puede estar influenciado por el sesgo de deseabilidad social y autoinforme; la interpretación puede variar entre los encuestados; la terminología puede haber evolucionado y afectar la consistencia longitudinal; y la métrica no mide resultados objetivos ni impacto real

Fuente: Bain Satisfaccion. Rigby (1994, 2001, 2003); Rigby & Bilodeau (2005). 10.5281/zenodo.15339344",,"Activity-Based Costing, Activity-Based Management, Activity Based Management"
Gestión de Costos,10.5281/zenodo.15339344,Crossref,"GESTIÓN DE COSTOS

**Perfil de Usuarios:** Refleja el interés académico a través de publicaciones revisadas por pares y arbitradas, e indexadas. Usuarios típicos: investigadores, académicos, expertos, estudiantes y profesionales

**Limitaciones:** Dependencia de la exhaustividad y precisión de la indexación de CrossRef. Solo refleja volumen, no calidad, relevancia, impacto o citaciones. Descriptores lógicos pueden introducir sesgos. Cobertura limitada: no incluye todas las publicaciones académicas, solo su indexado. Proporciona DOI (Digital Object Identifier) y metadatos básicos, excluyendo datos bibliométricos adicionales

Fuente y DOI: https://search.crossref.org/search/works?q=%28%22activity+based+costing%22+OR+%22activity+based+management%22%29+AND+%28%22management%22+OR+%22accounting%22+OR+%22cost+control%22+OR+%22financial%22+OR+%22analysis%22+OR+%22system%22%29&from_ui=yes 10.5281/zenodo.15339344",https://search.crossref.org/search/works?q=%28%22activity+based+costing%22+OR+%22activity+based+management%22%29+AND+%28%22management%22+OR+%22accounting%22+OR+%22cost+control%22+OR+%22financial%22+OR+%22analysis%22+OR+%22system%22%29&from_ui=yes,"(""activity based costing"" OR ""activity based management"") AND (""management"" OR ""accounting"" OR ""cost control"" OR ""financial"" OR ""analysis"" OR ""system"")"
Presupuesto Base Cero,10.5281/zenodo.15339346,Google_Trends,"PRESUPUESTO BASE CERO

**Perfil de Usuarios:** Refleja interés público, popularidad de búsqueda y tendencias emergentes en tiempo real en un perfil de usuarios heterogéneos: investigadores, periodistas, profesionales del marketing, empresarios y usuarios generales

**Limitaciones:** No hay correlación directa entre interés en búsquedas e implementación efectiva en organizaciones. La evolución terminológica puede afectar la coherencia longitudinal

Fuente y DOI: https://trends.google.com/trends/explore?date=all&q=%22zero%20based%20budgeting%22%20%2B%20%22priority%20based%20budgeting%22%20%2B%20%22zero%20based%20budgeting%20management%22&hl=es 10.5281/zenodo.15339346",https://trends.google.com/trends/explore?date=all&q=%22zero%20based%20budgeting%22%20%2B%20%22priority%20based%20budgeting%22%20%2B%20%22zero%20based%20budgeting%20management%22&hl=es ,"zero based budgeting + ""priority based budgeting"" + ""zero based budgeting management"""
Presupuesto Base Cero,10.5281/zenodo.15339346,Google_Books,"PRESUPUESTO BASE CERO

**Perfil de Usuarios:** Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento

**Limitaciones:** Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal

Fuente y DOI: https://books.google.com/ngrams/graph?content=Zero+Based+Budgeting+%2B+Priority+Based+Budgeting+%2B+Program+Budgeting&year_start=1950&year_end=2022&corpus=en&smoothing=0 10.5281/zenodo.15339346",https://books.google.com/ngrams/graph?content=Zero+Based+Budgeting+%2B+Priority+Based+Budgeting+%2B+Program+Budgeting&year_start=1950&year_end=2022&corpus=en&smoothing=0,Zero Based Budgeting + Priority Based Budgeting + Program Budgeting
Presupuesto Base Cero,10.5281/zenodo.15339346,IC,,https://doi.org/10.5281/zenodo.15339346,
Presupuesto Base Cero,10.5281/zenodo.15339346,BAIN_Ind_Usabilidad,"PRESUPUESTO BASE CERO

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas de gestión de presupuesto con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores financieros, analistas de presupuesto y responsables de planificación financiera que buscan reevaluar y optimizar las asignaciones de recursos en sus organizaciones

**Limitaciones:** La variabilidad en el tamaño de la muestra entre los años puede afectar la comparabilidad; el sesgo de selección y autoinforme puede influir en las respuestas; la evolución terminológica puede afectar la consistencia longitudinal; y la medición del uso es un indicador relativo, no absoluto, de la efectividad

Fuente: Bain Usabilidad. Rigby & Bilodeau (2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023). 10.5281/zenodo.15339346",,Zero-Based Budgeting
Presupuesto Base Cero,10.5281/zenodo.15339346,BAIN_Ind_Satisfacción,"PRESUPUESTO BASE CERO

**Perfil de Usuarios:** Directivos de alto nivel, consultores estratégicos y profesionales de la gestión interesados en la implementación y adopción de herramientas de gestión de presupuesto con un enfoque en la practicidad y el uso real en el campo empresarial, buscando insights sobre las tendencias de la práctica gerencial. Además, directores financieros, analistas de presupuesto y responsables de planificación financiera que buscan evaluar la satisfacción de sus organizaciones con los procesos de presupuesto base cero implementados

**Limitaciones:** El índice de satisfacción es subjetivo y puede estar influenciado por el sesgo de deseabilidad social y autoinforme; la interpretación puede variar entre los encuestados; la terminología puede haber evolucionado y afectar la consistencia longitudinal; y la métrica no mide resultados objetivos ni impacto real

Fuente: Bain Satisfaccion. Rigby & Bilodeau (2013, 2015, 2017); Rigby, Bilodeau, & Ronan (2023). 10.5281/zenodo.15339346",,Zero-Based Budgeting
Presupuesto Base Cero,10.5281/zenodo.15339346,Crossref,"PRESUPUESTO BASE CERO

**Perfil de Usuarios:** Refleja el interés académico a través de publicaciones revisadas por pares y arbitradas, e indexadas. Usuarios típicos: investigadores, académicos, expertos, estudiantes y profesionales

**Limitaciones:** Dependencia de la exhaustividad y precisión de la indexación de CrossRef. Solo refleja volumen, no calidad, relevancia, impacto o citaciones. Descriptores lógicos pueden introducir sesgos. Cobertura limitada: no incluye todas las publicaciones académicas, solo su indexado. Proporciona DOI (Digital Object Identifier) y metadatos básicos, excluyendo datos bibliométricos adicionales

Fuente y DOI: https://search.crossref.org/search/works?q=%28%22zero+based+budgeting%22+OR+%22priority+based+budgeting%22+OR+%22program+budgeting%22%29+AND+%28%22management%22+OR+%22financial%22+OR+%22budgeting+process%22+OR+%22planning%22+OR+%22control%22+OR+%22system%22%29&from_ui=yes 10.5281/zenodo.15339346",https://search.crossref.org/search/works?q=%28%22zero+based+budgeting%22+OR+%22priority+based+budgeting%22+OR+%22program+budgeting%22%29+AND+%28%22management%22+OR+%22financial%22+OR+%22budgeting+process%22+OR+%22planning%22+OR+%22control%22+OR+%22system%22%29&from_ui=yes,"(""zero based budgeting"" OR ""priority based budgeting"" OR ""program budgeting"") AND (""management"" OR ""financial"" OR ""budgeting process"" OR ""planning"" OR ""control"" OR ""system"")"
Estrategias de Crecimiento,10.5281/zenodo.15339348,Google_Trends,"ESTRATEGIAS DE CRECIMIENTO

**Perfil de Usuarios:** Refleja interés público, popularidad de búsqueda y tendencias emergentes en tiempo real en un perfil de usuarios heterogéneos: investigadores, periodistas, profesionales del marketing, empresarios y usuarios generales

**Limitaciones:** No hay correlación directa entre interés en búsquedas e implementación efectiva en organizaciones. La evolución terminológica puede afectar la coherencia longitudinal

Fuente y DOI: https://trends.google.com/trends/explore?date=all&q=%22growth%20strategies%22+%2B+%22growth%20strategy%22+%2B+%22growth%20strategies%20business%22&hl=es 10.5281/zenodo.15339348",https://trends.google.com/trends/explore?date=all&q=%22growth%20strategies%22+%2B+%22growth%20strategy%22+%2B+%22growth%20strategies%20business%22&hl=es,"""growth strategies"" + ""growth strategy"" + ""growth strategies business"""
Estrategias de Crecimiento,10.5281/zenodo.15339348,Google_Books,"ESTRATEGIAS DE CRECIMIENTO

**Perfil de Usuarios:** Refleja patrones de uso del lenguaje, tendencias académicas y de publicación, e intereses en la literatura y el conocimiento registrado en libros. Usuarios típicos: investigadores, historiadores, lingüistas y otros profesionales interesados en análisis textual y evolución del pensamiento

**Limitaciones:** Representatividad restringida al subconjunto de libros digitalizados por Google Books (Ngram Viewer). Sesgos hacia obras en inglés y publicaciones de grandes editoriales, subrepresentando otros idiomas y obras de menor circulación. Evolución terminológica y cambios en las convenciones de citación pueden afectar la consistencia longitudinal

Fuente y DOI: https://books.google.com/ngrams/graph?content=Growth+Strategies+%2B+Growth+Strategy&year_start=1950&year_end=2022&corpus=en&smoothing=0 10.5281/zenodo.15339348",https://books.google.com/ngrams/graph?content=Growth+Strategies+%2B+Growth+Strategy&year_start=1950&year_end=2022&corpus=en&smoothing=0,Growth Strategies + Growth Strategy
Estrategias de Crecimiento,10.5281/zenodo.15339348,IC,,https://doi.org/10.5281/zenodo.15339348,
